"tweet","user_screenname","tweet_url"
"Toronto @U2 concert GA floors for @ONECampaign #oneontour https://t.co/S8vsfX3oJW","Cecilia39AM","http://twitter.com/undefined/status/878389968787341312"
"Proteas fightback floors England https://t.co/oLczs5CthC #SouthAfrica","Amahle_Brown","http://twitter.com/undefined/status/878374455394881536"
"RT @kissmemyfan_: [FANART] #Wuyifan #KrisWu \n\nThe 72 Floors Recording💫\n💚💚☀️✨\nCr.D'GA https://t.co/rlTQc4gRWw","1996pigma","http://twitter.com/undefined/status/878315560508903424"
"RT @LiveNationON: (2/2) Reminder for fans that purchased GA Floors that it is Credit Card Entry only. More info: https://t.co/oGLkbWyLwo #U…","DUCKEDY","http://twitter.com/undefined/status/878297278716542976"
"RT @LiveNationON: (2/2) Reminder for fans that purchased GA Floors that it is Credit Card Entry only. More info: https://t.co/oGLkbWyLwo #U…","RogersCentre","http://twitter.com/undefined/status/878287621436325893"
"RT @LiveNationON: (2/2) Reminder for fans that purchased GA Floors that it is Credit Card Entry only. More info: https://t.co/oGLkbWyLwo #U…","TicketmasterCA","http://twitter.com/undefined/status/878286862380486656"
"(2/2) Reminder for fans that purchased GA Floors that it is Credit Card Entry only. More info:… https://t.co/lbbeUH3U7w","LiveNationON","http://twitter.com/undefined/status/878282725689569280"
"RT @FlywheelMedia1: @DriverPotter @RAIL @ScotRail As Abellio runs GA &amp; ScotRail how about a test with a new FLIRT when they arrive? SBB set…","Peter_Mugridge","http://twitter.com/undefined/status/878019352104128512"
"RT @FlywheelMedia1: @DriverPotter @RAIL @ScotRail As Abellio runs GA &amp; ScotRail how about a test with a new FLIRT when they arrive? SBB set…","RAIL","http://twitter.com/undefined/status/877963020437037059"
"@DriverPotter @RAIL @ScotRail As Abellio runs GA &amp; ScotRail how about a test with a new FLIRT when they arrive? SBB… https://t.co/c6DWz4dgbS","FlywheelMedia1","http://twitter.com/undefined/status/877960077575049216"
"RT @kissmemyfan_: [FANART] #Wuyifan #KrisWu \n\nThe 72 Floors Recording💫\n💚💚☀️✨\nCr.D'GA https://t.co/rlTQc4gRWw","Pround97","http://twitter.com/undefined/status/877822521663344640"
"RT @mattlintonherts: Stars of Downtown Abbey walk red carpet at Marina Bay Sands https://t.co/vO9uG7Guhl #flooring","admonter_floors","http://twitter.com/undefined/status/877800057956945920"
"@NrOpines 6 Floors aa ? Recent ga Amaravati lo polam emina ammesaara Anna ?","AlluSwagg","http://twitter.com/undefined/status/877754559992520704"
"RT @mattlintonherts: Another leak causes more damage at new Broward courthouse https://t.co/COtjeFEbWb #flooring","admonter_floors","http://twitter.com/undefined/status/877749726153760768"
"Carpet https://t.co/YNPPyNN4BN #flooring","mattlintonherts","http://twitter.com/undefined/status/877749008403275776"
"Tile Epic Tile Flooring How To Clean Tile Floors On Rectangular Floor Tile https://t.co/UvzoirzSlT","londoncleaners2","http://twitter.com/undefined/status/877718990608400384"
"FT: 4 7/30 Phish GA Floors For 4 7/28 Phish GA Floors Or 100 Level @Phish #facevaluetickets #phish #facevalue  [Go: https://t.co/BGhWTrNS1k]","CashorTrade","http://twitter.com/undefined/status/877582061976010752"
"FT: 4 7/30 Phish GA Floors For 4 7/28 Phish GA Floors Or 100 Level @Phish  [Go: https://t.co/zrkDka0ugI]","COT_Phish","http://twitter.com/undefined/status/877582060633825283"
"FT: July 22 Or 25 MSG Floors GA For July 29 MSG Floors GA @Phish #facevaluetickets #phish #facevalue  [Go: https://t.co/9dhe0YXzqC]","CashorTrade","http://twitter.com/undefined/status/877540170689654785"
"FT: July 22 Or 25 MSG Floors GA For July 29 MSG Floors GA @Phish  [Go: https://t.co/uIuoRrJzn3]","COT_Phish","http://twitter.com/undefined/status/877540169238413312"
"46 Stirring How To Clean Bamboo Floors Pictures Concept https://t.co/atFbI16oul","londoncleaners2","http://twitter.com/undefined/status/877483249106173953"
"RT @Phillydave21: @ChrisStirewalt of #FoxNews said if Dems lose in #ga06 their brains will leak out of their ears. Much gray matter on floo…","USAFan76","http://twitter.com/undefined/status/877359277249368065"
"@ChrisStirewalt of #FoxNews said if Dems lose in #ga06 their brains will leak out of their ears. Much gray matter on floors of GA tonight. 😂","Phillydave21","http://twitter.com/undefined/status/877358059210776576"
"How to Clean Wood Floors https://t.co/qnwYmdmV6Z","londoncleaners2","http://twitter.com/undefined/status/877332387922722818"
"Flooring Sales Associate - Marvel Floors, Inc - Roswell, GA: Experienced… https://t.co/zFY8XuYywT #atlanta #jobs","My_ATL_Job","http://twitter.com/undefined/status/877315836826058752"
"Why do dogs tend to throw up on carpets, even when they're good dogs and hard floors are nearby? https://t.co/iEODZVBzOZ #flooring","mattlintonherts","http://twitter.com/undefined/status/877241293818265601"
"OK LOWKEY IF I GET GA FOR DETROIT NEXT PRESALE ILL SELL MY FLOORS FOR LESS THAN FACE VALUE","melodramakat","http://twitter.com/undefined/status/877173545423568896"
"Mopping Tile Floors Epic Foam Floor Tiles On How To Clean Tile Floors https://t.co/AlIn7Mdp9X","londoncleaners2","http://twitter.com/undefined/status/877075263309225985"
"Pensioner, 69, forced children to sleep naked on freezing floors, hurled them against a wall for a ... https://t.co/7GKCCeaCMV #insomnia #…","JongPeng1","http://twitter.com/undefined/status/876986896462872576"
"@lorde are floors for the US tour seating or GA?!","samntha_lee","http://twitter.com/undefined/status/876949849735921664"
"RT @goodtoIove: in loving memory of (reasonably priced) GA pits/floors @ arena shows. they ain't dead my faves just love acting like they a…","LlTTLEBOYBLUE","http://twitter.com/undefined/status/876910988699869184"
"in loving memory of (reasonably priced) GA pits/floors @ arena shows. they ain't dead my faves just love acting lik… https://t.co/m2pkVOxTL3","goodtoIove","http://twitter.com/undefined/status/876910506782674947"
"FT: My Two 7/22 GA Floors For Your Two 7/28 GA Floors @Phish #facevaluetickets #phish #facevalue  [Go: https://t.co/IqLBdDqjh4]","CashorTrade","http://twitter.com/undefined/status/876897413449035776"
"FT: My Two 7/22 GA Floors For Your Two 7/28 GA Floors @Phish  [Go: https://t.co/g5Yl528b6y]","COT_Phish","http://twitter.com/undefined/status/876897410965962752"
"FT: My Two 7/22 MSG GA Floors For Your 8/5 Or 8/6 GA Floors @Phish #facevaluetickets #phish #facevalue  [Go: https://t.co/L4tyORZWng]","CashorTrade","http://twitter.com/undefined/status/876896875214974977"
"FT: My Two 7/22 MSG GA Floors For Your 8/5 Or 8/6 GA Floors @Phish  [Go: https://t.co/0TfAHDcbiR]","COT_Phish","http://twitter.com/undefined/status/876896873050775552"
