"tweet","user_screenname","tweet_url"
"[Such a tiny theatre! 110 seats in the orchestra..]","SpiritOfConnor","http://twitter.com/undefined/status/878759364265480192"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","babsandstop","http://twitter.com/undefined/status/878752699608702981"
"RT @GarikWheeler: Night 2 of the #KingdomHearts Orchestra and my seats are waaay better this time! https://t.co/8zAgUjokJV","OfficialKHFan","http://twitter.com/undefined/status/878749906386558976"
"My seats for the Kingdom Hearts Orchestra are DUMMY https://t.co/MsmfSexyV5","brendanzig_","http://twitter.com/undefined/status/878748243320070144"
"#LOTR Return of the king tonight!! At @MannCenter with a live Orchestra!! Perfect seats, let's do this Mann!! https://t.co/dgpttYkJI1","jfox873","http://twitter.com/undefined/status/878743825128271874"
"Night 2 of the #KingdomHearts Orchestra and my seats are waaay better this time! https://t.co/8zAgUjokJV","GarikWheeler","http://twitter.com/undefined/status/878742089428762624"
"ists take seats in Orchestra, white furs, diamonds,","gbf_kaddish","http://twitter.com/undefined/status/878735298896707584"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","Heather67461638","http://twitter.com/undefined/status/878708656358948864"
"Phantom on Broadway is as epic as I imagined it, and even better from these free orchestra seats.","laurinleonard","http://twitter.com/undefined/status/878697817719545857"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","SantoyoMarissaa","http://twitter.com/undefined/status/878681449511084032"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","nferrott","http://twitter.com/undefined/status/878680548583108608"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","LilTravii","http://twitter.com/undefined/status/878679913552728064"
"Guys. I got tickets for @mulaney. And they're in the Orchestra and they're DECENT SEATS. YASSSSSSS. #KidGorgeous","lexxolivia","http://twitter.com/undefined/status/878650315133681664"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","lexirogers101","http://twitter.com/undefined/status/878641976681402369"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","TomiasNay","http://twitter.com/undefined/status/878633768822726660"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","PetitaTurtle","http://twitter.com/undefined/status/878625701758464000"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","RubinThaTub","http://twitter.com/undefined/status/878620276594008064"
"Do not see @IndecentBway unless you have seats in the Orchestra! You can't see half the show. Waste of time. I hear it's good if you can see","AnnaLMeredith","http://twitter.com/undefined/status/878620217965813760"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","ramiharb23","http://twitter.com/undefined/status/878605881184624640"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","The_music_gala","http://twitter.com/undefined/status/878599886060621824"
"my sister \nhas 3 tickets for Lion King Tuesday June 27th at Hobby Center. Orchestra left row B seats 5,6 and 7. Asking $550 for the set.","Darth_Jimmy1970","http://twitter.com/undefined/status/878577559046324224"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","MarianneSchro11","http://twitter.com/undefined/status/878564727516954624"
"RT @_rone: Seats reserved for people in wheelchairs, orchestra conductors, ppl w/pierced ears, thespians, cabaret workers and fat chicks. h…","mikedohh18","http://twitter.com/undefined/status/878564123453403136"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","carmenchuzapata","http://twitter.com/undefined/status/878558739510558720"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","RobRe62","http://twitter.com/undefined/status/878556693067706368"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","remyda","http://twitter.com/undefined/status/878556261075345408"
"Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/y84MJHKLV1 https://t.co/K83FtmIlEY","dsDanceSide","http://twitter.com/undefined/status/878555169700675585"
"RT @teatroallascala: Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 http…","klaus1973_2014","http://twitter.com/undefined/status/878554351198982145"
"Tonight at 8pm Bernard Haitink conducts Beethoven’s Missa Solemnis. Last seats available  https://t.co/iyepHIDPO2 https://t.co/ZnipL9EmgQ","teatroallascala","http://twitter.com/undefined/status/878553833655468032"
"ists take seats in Orchestra, white furs, diamonds,","gbf_kaddish","http://twitter.com/undefined/status/878545289287671808"
"Any1 needing a ticket 4 #AnisongWorldMatsuri ~Japan Super Live on July 1st, let me know! Orchestra seats! #AX2017 #AnimeExpo2017 #AnimeExpo","Hellabuddy","http://twitter.com/undefined/status/878518333053616128"
