"tweet","user_screenname","tweet_url"
"GRANRODEO LIVE TOUR 2017 Pierrot Dancin'譲ります🎫\n【日時】7/1 (土) 仙台PIT\n【枚数】1枚\n【金額】6000円\nお心当たりある方こちら👇でお願いします\nhttps://t.co/Pj7jMkk6JN #GRANRODEO #ロデオ","granrode_o0","http://twitter.com/undefined/status/879092950059204608"
"譲って下さい 7/14 (金) from HERE Vol.2 豊洲PIT (東京) チケット1枚譲って下さい。 都内で手渡しできる方希望です。 … https://t.co/fkig7WM2p4 #nothingscarvedinstone #NCIS #ナッシングス #ナシス","liveticket_","http://twitter.com/undefined/status/879090041863127040"
"IMAGINE DRAGONS TICKETS SPECTRUM CENTER CHARLOTTE NORTH CAROLINA PIT SEATS https://t.co/7WbcGwmuXa","eBayTicketSales","http://twitter.com/undefined/status/879088069634162688"
"IMAGINE DRAGONS TICKETS SPECTRUM CENTER CHARLOTTE NORTH CAROLINA PIT SEATS https://t.co/yXy4sVutnY","eBayTicketSales","http://twitter.com/undefined/status/879088067797069824"
"RT @ibieberthought: Yesterday I had lost my seated tickets for justin and then I got given a pit ticket..what kinda luck, looks like my luc…","glowingbizzle","http://twitter.com/undefined/status/879087188545294338"
"Also...I should try for pit tickets for Harry's show https://t.co/r28RzOaW4W","hardcandysdrip","http://twitter.com/undefined/status/879085021788766211"
"RT @illumnatebieber: GUYS THIS SHIT REALLY WORKS. 1 DAY AFTER I RETWEETED THIS I WON TICKETS TO SEE JUSTIN AND ONE WEEK LATER I WON THE PIT…","anothabelieberr","http://twitter.com/undefined/status/879084685699186688"
"Pull up and die! Im opening up for @JGRXXN @omenxiii Free Will and more! Tickets at the door and prices TBA. 933 n… https://t.co/l3ZiLSG7mT","Slim_Tuc","http://twitter.com/undefined/status/879083522576662528"
"RT @ibieberthought: Yesterday I had lost my seated tickets for justin and then I got given a pit ticket..what kinda luck, looks like my luc…","AzraaMagiet","http://twitter.com/undefined/status/879079722734497793"
"@whomismcg i legitimately don't understand how ppl do that but they do, like every paramore tour there's ppl who ge… https://t.co/JOjJilia2z","pinkchaes","http://twitter.com/undefined/status/879078959299821569"
"RT @ibieberthought: Yesterday I had lost my seated tickets for justin and then I got given a pit ticket..what kinda luck, looks like my luc…","bieburx_","http://twitter.com/undefined/status/879078736213225472"
"Guns N' Roses Tickets 10/15/17 PIT MSG https://t.co/Nnnd5Ps75K on eBay","UnWantedTktUSA","http://twitter.com/undefined/status/879078262680440832"
"RT @Pundamentalism: After Glasto, it'll be nice to have a shower, sleep in a real bed, and crap in a toilet instead of a pit. Next year I m…","AyEff","http://twitter.com/undefined/status/879077872392187905"
"RT @ibieberthought: From going from losing my seating tickets yesterday morning to being given pit tickets by someone who I'm forever in de…","journalsIegend","http://twitter.com/undefined/status/879077013922951168"
"RT @ibieberthought: From going from losing my seating tickets yesterday morning to being given pit tickets by someone who I'm forever in de…","smileyxjoel","http://twitter.com/undefined/status/879076778316365824"
"RT @ibieberthought: Yesterday I had lost my seated tickets for justin and then I got given a pit ticket..what kinda luck, looks like my luc…","ibieberthought","http://twitter.com/undefined/status/879076420147965952"
"RT @ibieberthought: From going from losing my seating tickets yesterday morning to being given pit tickets by someone who I'm forever in de…","ibieberthought","http://twitter.com/undefined/status/879076376644661249"
"RT @AtlantaBlaze: Only 3 home games left! See you at the Fire Pit on July 1.\n📱: 855.44.BLAZE\n🎟: https://t.co/ShoNJaOc4x https://t.co/U39FWi…","ReformationBrew","http://twitter.com/undefined/status/879074163411083264"
"RT @AtlantaBlaze: Only 3 home games left! See you at the Fire Pit on July 1.\n📱: 855.44.BLAZE\n🎟: https://t.co/ShoNJaOc4x https://t.co/U39FWi…","Bms563","http://twitter.com/undefined/status/879073084216672256"
"Only 3 home games left! See you at the Fire Pit on July 1.\n📱: 855.44.BLAZE\n🎟: https://t.co/ShoNJaOc4x https://t.co/U39FWie761","AtlantaBlaze","http://twitter.com/undefined/status/879072529197019136"
"RT @illumnatebieber: GUYS THIS SHIT REALLY WORKS. 1 DAY AFTER I RETWEETED THIS I WON TICKETS TO SEE JUSTIN AND ONE WEEK LATER I WON THE PIT…","Jemma_Perez","http://twitter.com/undefined/status/879072469721665536"
"RT @illumnatebieber: GUYS THIS SHIT REALLY WORKS. 1 DAY AFTER I RETWEETED THIS I WON TICKETS TO SEE JUSTIN AND ONE WEEK LATER I WON THE PIT…","merrickanyounot","http://twitter.com/undefined/status/879059375951949834"
"どなたか譲って下さい 8/23 (水) INABA SALAS MIYAVI Made in Asia 豊洲PIT (東京) https://t.co/QjqTLiF1qK #稲葉浩志 #Bz #koshiinaba #稲ソロ","trade_ticketz","http://twitter.com/undefined/status/879057324286951424"
"【求】譲って下さい 7/14 (金) from HERE Vol.2 豊洲PIT (東京) https://t.co/rOaO7VA6CD #nothingscarvedinstone #NCIS #ナッシングス #ナシス","ticket_bbs","http://twitter.com/undefined/status/879055426700038144"
"Just when I didn't think yesterday could get better, jo surprises me with pit tickets to Zac Brown Band 😍","mhorn_12","http://twitter.com/undefined/status/879054621620219904"
"【求】このチケット譲って下さい 9/16 (土) 昼公演 けものフレンズ LIVE 豊洲PIT (東京) チケット1枚譲っていただける方いらっしゃいましたら連絡お待ち… https://t.co/u0e1AeF1xW #けものフレンズ #けもフレ #けものフレンズLIVE","ticket_bbs","http://twitter.com/undefined/status/879052633545203712"
"お願いします 9/16 (土) 昼公演 けものフレンズ LIVE 豊洲PIT (東京) チケットを2枚譲ってくださる優しい方いませんか? ヤフオクや… https://t.co/ybAkRMUFJE #けものフレンズ #けもフレ #けものフレンズLIVE","buy_tickets25","http://twitter.com/undefined/status/879048501560082432"
"I'm selling 2 chainz and friends pit floor tickets for the novo at La live bet awards after party. Pit floor are sold out but I'm selling.dm","So_Cal_Ballin","http://twitter.com/undefined/status/879048445633282048"
"https://t.co/s5Cd0J13kl 4 CMT Nashville Clare Bowen Tickets The Rose Music Center Heights PIT C Row F","ReeeemixHQ","http://twitter.com/undefined/status/879048348698898432"
